,Fairness Metric,Fairness Metric,Fairness Metric,Compatibility,Compatibility,Compatibility,Allocation,Allocation,Allocation,Allocation,Results,Results,nDCG,Exposure,Exposure,Exposure
240,0.6166666666666667,0.975,0.9199999999999999,0.17290430438335416,0.09947705087439423,0.031343516169554456,1.0,0.0,0.0,0,"[('918', 3.305684343794691), ('4707', 3.2872571477274493), ('1395', 3.2707025876826332), ('824', 3.2564431695795997), ('1578', 3.2475183648448898), ('2128', 3.247273540099214), ('398', 3.2345449900029615), ('728', 3.2159931839687244), ('2314', 3.21403247901812), ('121', 3.201737022461181), ('2142', 3.195808784405554), ('1413', 3.1882720437890577), ('3113', 3.186556389770592), ('1586', 3.1851499529780924), ('3082', 3.183146476741087), ('815', 3.1799998300572234), ('1004', 3.1767239621253505), ('667', 3.1699497023640757), ('774', 3.1683993142150397), ('3395', 3.16596995386182), ('2503', 3.160416589914748), ('744', 3.159276493063004), ('3947', 3.1570073115958506), ('382', 3.156101990512376), ('4857', 3.155173801081395), ('356', 3.1528774119010023), ('2472', 3.152675148527737), ('3504', 3.1512937730949475), ('239', 3.1502939579024587), ('1920', 3.1492827452669157), ('2592', 3.1484369558613423), ('3101', 3.147190829446935), ('1538', 3.1468255573153), ('2275', 3.1456879687265924), ('3320', 3.145116555140519), ('3172', 3.1440163144005973), ('1661', 3.1436909631909904), ('113', 3.1432004478996407), ('719', 3.1423393748803297), ('2017', 3.1423056298731322), ('1134', 3.138477593162141), ('2237', 3.138169617420656), ('2071', 3.137538973213693), ('2608', 3.136127566128223), ('278', 3.135597701623696), ('4825', 3.134483319139989), ('2343', 3.1341461664212416), ('3738', 3.1336022046495207), ('2609', 3.1322878970974117), ('1629', 3.12903307466071)]","[('3082', 42.77777777777778), ('918', 35.111111111111114), ('4707', 34.666666666666664), ('1395', 34.22222222222222), ('824', 33.77777777777778), ('1578', 33.333333333333336), ('2128', 32.888888888888886), ('398', 32.44444444444444), ('728', 32.0), ('2314', 31.555555555555557)]",0.9868347187192097,0.1,0.1,0.1
241,0.62,0.98,0.94,0.0,0.1222915970693747,0.0,0.0,1.0,0.0,0,"[('1435', 3.4363101864066152), ('2385', 3.2779446933107677), ('2496', 3.257422601910101), ('2087', 3.241350178208547), ('4680', 3.2138744765599103), ('4599', 3.2054569232084025), ('1798', 3.204806996726264), ('120', 3.2030819935194947), ('3200', 3.1939741385446823), ('2098', 3.1936165643679133), ('1391', 3.1902467653817834), ('1318', 3.183126607730607), ('2269', 3.1788140512297907), ('2119', 3.175065245906708), ('473', 3.17397973871363), ('627', 3.1732362104194607), ('1951', 3.160845593571187), ('815', 3.1599550965915806), ('2627', 3.1526438892718955), ('3744', 3.151902158379189), ('1308', 3.1508873295459385), ('3797', 3.1465233802903465), ('1144', 3.1452774161157593), ('3101', 3.1451991742209358), ('3074', 3.1451712932802955), ('642', 3.1430641440517904), ('532', 3.1380184249357628), ('1033', 3.1376167645622717), ('3191', 3.1356313378246767), ('3353', 3.1340546954077086), ('2872', 3.1333475591365936), ('1930', 3.1333283571041366), ('4798', 3.1313983854438345), ('1892', 3.1312492447636706), ('475', 3.131107342956667), ('1153', 3.129657614540309), ('619', 3.1276410808134933), ('871', 3.1264468807837087), ('1709', 3.123456036918664), ('4974', 3.122462929838072), ('1713', 3.1211184551462474), ('2307', 3.1177600047392384), ('924', 3.1163761061986945), ('3233', 3.113796332233359), ('2256', 3.1135289460960247), ('74', 3.112725816822098), ('1830', 3.1127134733491255), ('3647', 3.112034808126273), ('1182', 3.1115364855658245), ('2856', 3.108069143131741)]","[('4599', 45.666666666666664), ('3200', 44.333333333333336), ('1951', 40.77777777777778), ('815', 40.333333333333336), ('1435', 34.0), ('2385', 33.55555555555556), ('2496', 33.111111111111114), ('2087', 32.666666666666664), ('4680', 32.22222222222222), ('1798', 31.333333333333332)]",0.9630214933949449,0.0,0.4,0.1
242,0.6166666666666667,0.985,0.96,0.07470433715479614,0.10403469105822566,0.13110652958234506,0.0,1.0,0.0,0,"[('1821', 3.416552663809221), ('750', 3.3342817176919364), ('2128', 3.2725676778032993), ('1290', 3.2684947206232033), ('815', 3.2517869572793963), ('198', 3.251139692557404), ('924', 3.242840967057854), ('719', 3.239346930618383), ('2365', 3.237405095296458), ('1313', 3.2303485725733325), ('671', 3.222367942230786), ('1625', 3.2198295761221556), ('2513', 3.2174762615334305), ('3306', 3.2152220348486007), ('2173', 3.209324934862618), ('2563', 3.2067257152104984), ('4122', 3.202694021830072), ('490', 3.2025507388376173), ('1820', 3.202344437544839), ('600', 3.2007371791188484), ('4661', 3.1997126181462505), ('2045', 3.1975582794723802), ('422', 3.1928252992091153), ('1574', 3.1927109029512066), ('764', 3.189748786639917), ('3281', 3.187105910918493), ('3276', 3.183364971495378), ('1552', 3.1800840341877237), ('1552', 3.1800840341877237), ('914', 3.180073916474497), ('3707', 3.17771497497415), ('508', 3.17642905493152), ('502', 3.1762414574359306), ('627', 3.1752322543712834), ('3444', 3.1724358795656844), ('3231', 3.16732730575768), ('2068', 3.1662156476115477), ('1765', 3.165884610054524), ('1724', 3.1648246855529836), ('141', 3.161378227394987), ('3051', 3.160631247080662), ('3277', 3.160201151631011), ('2076', 3.1589896902671737), ('1467', 3.155284311705873), ('829', 3.1547018623535217), ('4770', 3.153774244538239), ('1045', 3.1536958171886926), ('2245', 3.152779655492219), ('1809', 3.1523346052639902), ('626', 3.151896941573482)]","[('2128', 46.0), ('815', 45.111111111111114), ('198', 44.666666666666664), ('1313', 42.888888888888886), ('1821', 33.27777777777778), ('750', 32.833333333333336), ('1290', 31.944444444444443), ('3231', 31.77777777777778), ('924', 30.61111111111111), ('719', 30.166666666666668)]",0.976115531696548,0.1,0.5,0.1
243,0.62,0.985,0.98,0.18717625687320819,0.07761951112637416,0.07761951112637416,1.0,0.0,0.0,0,"[('4780', 3.367616018527981), ('1420', 3.3180468963236844), ('4822', 3.3141374516953737), ('3719', 3.268883306059443), ('2557', 3.255545860669148), ('635', 3.2538882258396935), ('634', 3.2524576982153937), ('797', 3.2471186459115002), ('3106', 3.2341869378450663), ('2251', 3.232166763897434), ('789', 3.2317291585882604), ('1860', 3.230577178398723), ('2972', 3.2232299346198925), ('1697', 3.2184065366505394), ('4694', 3.217019030007933), ('2445', 3.2147687869536345), ('1042', 3.2049239843358257), ('1573', 3.2029680243803593), ('1017', 3.1992138781236674), ('2828', 3.1986677572654116), ('571', 3.197276791646907), ('2401', 3.1914519161930586), ('2246', 3.190479198038085), ('1306', 3.190265688752053), ('3640', 3.189110703238253), ('1594', 3.1874589913244122), ('4997', 3.1856329285408935), ('1377', 3.1852541588991063), ('2559', 3.184634766328754), ('1399', 3.1838836792736247), ('2306', 3.183402176573962), ('125', 3.1830749881974327), ('3150', 3.1829204921426077), ('1812', 3.1802547464996587), ('458', 3.1776351760545207), ('2449', 3.173471934670777), ('1666', 3.1719753738778858), ('4642', 3.171024144049569), ('2240', 3.170938142054617), ('610', 3.169962282209124), ('315', 3.1695329422364353), ('1779', 3.1684678510302353), ('278', 3.1639676901732723), ('416', 3.1624808925058696), ('3137', 3.1617642211635535), ('995', 3.1614608201740255), ('1096', 3.1610812970166497), ('4719', 3.160981309291764), ('2871', 3.1594978424740625), ('2505', 3.158041873946016)]","[('4780', 47.888888888888886), ('2828', 39.44444444444444), ('3640', 37.22222222222222), ('1420', 33.55555555555556), ('4822', 33.111111111111114), ('3719', 32.666666666666664), ('2557', 32.22222222222222), ('635', 31.77777777777778), ('634', 31.333333333333332), ('797', 30.88888888888889)]",0.9876348144588196,0.3,0.1,0.0
244,0.6266666666666667,0.99,0.96,0.10215803640865039,0.0,0.10215803640865039,1.0,0.0,0.0,0,"[('1217', 3.309674150421168), ('1958', 3.274019099997521), ('1081', 3.238420248707113), ('1369', 3.2212977964510006), ('78', 3.19351829779785), ('1497', 3.1787771816834507), ('243', 3.175258829138622), ('4825', 3.173662944263115), ('1096', 3.169611794433788), ('2429', 3.167822342216943), ('936', 3.16402655400006), ('1036', 3.1626810731255075), ('2379', 3.1620837931372963), ('2455', 3.1611978124807023), ('4594', 3.1610108431411166), ('668', 3.160947432868567), ('838', 3.1577154332874624), ('329', 3.1544140115337473), ('464', 3.1526694274521705), ('259', 3.150545148985923), ('4997', 3.1496082116727284), ('618', 3.147732491126138), ('4595', 3.1472454882246077), ('292', 3.14665089304923), ('300', 3.1449816624634708), ('3140', 3.144716263297565), ('617', 3.1398443991075453), ('2205', 3.139811624375962), ('1051', 3.139325920708927), ('1332', 3.1391619304409764), ('4752', 3.1368615764541445), ('2162', 3.134419140012181), ('1855', 3.132084658960206), ('2769', 3.132050462901259), ('1191', 3.1319467642499963), ('12', 3.1298910066674934), ('1764', 3.1285445326419334), ('373', 3.128302676177076), ('4704', 3.1276198368438872), ('737', 3.1274816821707994), ('2793', 3.1270361810253604), ('2596', 3.1260470668406652), ('379', 3.124296079435894), ('2159', 3.123846809244485), ('1078', 3.12330328296957), ('2942', 3.1222285659140314), ('302', 3.1219064972911728), ('447', 3.120687225590118), ('206', 3.119398890707978), ('3444', 3.119181322313095)]","[('78', 46.111111111111114), ('4594', 41.666666666666664), ('292', 37.666666666666664), ('1217', 34.0), ('1958', 33.55555555555556), ('1081', 33.111111111111114), ('1369', 32.666666666666664), ('1497', 31.77777777777778), ('243', 31.333333333333332), ('4704', 31.0)]",0.9769865821814069,0.4,0.2,0.0
245,0.6366666666666667,0.995,0.96,0.0,0.3464612800308677,0.11963274690373822,0.0,1.0,0.0,0,"[('750', 3.2662747717172524), ('1862', 3.263095345326372), ('2437', 3.2479957200400706), ('2435', 3.243484125430162), ('3071', 3.2328558893645485), ('385', 3.228468136634171), ('275', 3.2273078585840853), ('869', 3.2250448946354657), ('1039', 3.2235556628687494), ('2635', 3.221762729970746), ('1410', 3.220179178447787), ('582', 3.2179762424500975), ('3237', 3.216374639962318), ('245', 3.2139777085420604), ('2738', 3.2084810447449525), ('2095', 3.204368931196273), ('2908', 3.1976712251288166), ('276', 3.194111311368334), ('73', 3.185306113206803), ('4933', 3.1847773475108623), ('1206', 3.183897059385433), ('2243', 3.183468833158018), ('744', 3.180255053823547), ('4982', 3.177140962992503), ('1161', 3.1765766038854557), ('1396', 3.176062176484428), ('1774', 3.1759749214073487), ('3890', 3.175862329681299), ('3797', 3.174335792829144), ('2149', 3.1715893147191796), ('1901', 3.1668790244744582), ('3738', 3.166251616130539), ('4956', 3.166049223376606), ('1014', 3.164196764088307), ('1791', 3.163765042097986), ('4808', 3.16291242546471), ('2625', 3.1610857177354554), ('3204', 3.158915559129643), ('166', 3.1578631387470084), ('2798', 3.156374733725208), ('2831', 3.155967245936928), ('1469', 3.1558558178695906), ('955', 3.153043531798719), ('1816', 3.1515635561647017), ('788', 3.1515398752916943), ('1704', 3.1505073581213465), ('1735', 3.148554935445023), ('1788', 3.1485434527772957), ('2342', 3.1471275641987995), ('2471', 3.1446190417635176)]","[('3071', 46.388888888888886), ('275', 45.5), ('2095', 41.5), ('750', 34.27777777777778), ('1862', 33.833333333333336), ('1014', 33.5), ('2437', 33.388888888888886), ('2435', 32.94444444444444), ('385', 32.05555555555556), ('869', 31.166666666666668)]",0.9892278851747349,0.1,0.4,0.0
246,0.64,1.0,0.9199999999999999,0.2552421131901918,0.18717625687320819,0.10802319526362833,1.0,0.0,0.0,0,"[('2851', 3.24539267810077), ('1455', 3.2357940346222436), ('2484', 3.224579251257862), ('3101', 3.194878041799041), ('809', 3.176119921429882), ('2938', 3.175036645691402), ('2140', 3.1737344801659866), ('52', 3.1729477669528183), ('1107', 3.1721915798932074), ('1204', 3.1676444863961946), ('562', 3.1672174472223045), ('2300', 3.1655943643159095), ('116', 3.163712521355744), ('1350', 3.163592598619267), ('98', 3.1623684396771603), ('439', 3.1575775309338288), ('3449', 3.1525806555530496), ('820', 3.1506218920782576), ('1908', 3.148137816724315), ('2273', 3.1474218379079657), ('4629', 3.147260743695668), ('393', 3.1471920471731982), ('602', 3.144102362098948), ('288', 3.144015921884563), ('1421', 3.1430540737875368), ('478', 3.1429074329801905), ('2503', 3.141188599840658), ('2744', 3.139028179204639), ('4795', 3.1347615209005197), ('1648', 3.13424663436816), ('414', 3.132583969282436), ('1352', 3.13021190880099), ('3626', 3.129913710293624), ('200', 3.1292755774395564), ('2393', 3.127881721986768), ('3010', 3.1266501113804144), ('1219', 3.126326077595863), ('1540', 3.1253339678256946), ('3027', 3.123437576692662), ('1045', 3.1216525232321146), ('1751', 3.120924495252741), ('145', 3.1208864988072653), ('3269', 3.1196844971859545), ('844', 3.1182593451167886), ('3082', 3.1178744703388626), ('1417', 3.1172334877648384), ('174', 3.117127570073307), ('3246', 3.1150923036477645), ('3306', 3.1142609681638147), ('1535', 3.1139825177209617)]","[('52', 44.5), ('288', 37.388888888888886), ('2851', 33.72222222222222), ('3626', 33.388888888888886), ('1455', 33.27777777777778), ('2484', 32.833333333333336), ('3101', 32.388888888888886), ('809', 31.944444444444443), ('2938', 31.5), ('1540', 31.166666666666668)]",0.9813935231676416,0.4,0.0,0.1
247,0.6533333333333334,0.99,0.94,0.1473106669304539,0.1473106669304539,0.08426242877623302,1.0,0.0,0.0,0,"[('825', 3.2981892609162187), ('1000', 3.246678125200174), ('4707', 3.243694200777841), ('4780', 3.240044791144944), ('1817', 3.23805460204326), ('824', 3.2313091371157663), ('81', 3.2279309737542796), ('1010', 3.22054386463699), ('2466', 3.2188839323277225), ('3019', 3.2118181461587008), ('1983', 3.2073410935909976), ('425', 3.206366296253989), ('662', 3.2062487565924673), ('965', 3.201944931513775), ('294', 3.1990188202226175), ('3548', 3.1949785182217316), ('1900', 3.193889648846908), ('408', 3.1922121100842853), ('4821', 3.1894028892404154), ('2740', 3.186490178133729), ('2106', 3.186001496493758), ('1837', 3.1817898478597826), ('138', 3.181635469768375), ('4673', 3.1809193290490962), ('2940', 3.1782011110244683), ('1195', 3.175236326052022), ('1466', 3.1746599084983553), ('3586', 3.1743495827985204), ('1644', 3.1719823210549696), ('2468', 3.170618553389627), ('2483', 3.169992122914411), ('1053', 3.1686833571404414), ('1530', 3.1683653074257125), ('29', 3.1678423847964243), ('616', 3.1678055707083645), ('3074', 3.166781546005097), ('2104', 3.166748447293274), ('2518', 3.1622564533653357), ('2155', 3.162194282658734), ('376', 3.1619880425360614), ('3280', 3.161219326123487), ('4945', 3.159314978674239), ('1228', 3.1587778723998277), ('1876', 3.158595834618963), ('306', 3.158517166307542), ('4514', 3.1584531358463455), ('1191', 3.1576938190598858), ('254', 3.157062315538721), ('4751', 3.1567274114682133), ('326', 3.1538606224632555)]","[('4780', 47.388888888888886), ('2740', 40.27777777777778), ('825', 34.833333333333336), ('1000', 34.388888888888886), ('4707', 33.94444444444444), ('1817', 33.05555555555556), ('824', 32.611111111111114), ('81', 32.166666666666664), ('1010', 31.72222222222222), ('2466', 31.27777777777778)]",0.9905912833806834,0.2,0.1,0.1
248,0.65,0.985,0.9199999999999999,0.12653159222336471,0.12653159222336471,0.0,1.0,0.0,0.0,0,"[('1821', 3.333870274622399), ('1217', 3.2921890500187616), ('884', 3.271395904260586), ('385', 3.271066369232647), ('317', 3.222131321537938), ('2173', 3.2154673226762323), ('4623', 3.2042565739242264), ('1366', 3.19632969612972), ('966', 3.186709067781873), ('398', 3.1836612720806126), ('228', 3.178077355869281), ('3459', 3.1779765084632285), ('514', 3.1732155219262923), ('4688', 3.1607493991855105), ('3680', 3.1604680747411864), ('3327', 3.1583353180006934), ('287', 3.1579944154944513), ('2641', 3.1576558884791845), ('4122', 3.156463824610913), ('2975', 3.1559792905910036), ('3491', 3.1539690232317317), ('701', 3.1538874022605237), ('657', 3.152200053358884), ('3061', 3.1506093236475206), ('3854', 3.1481520526278257), ('1213', 3.146813061603482), ('1629', 3.144711331870155), ('499', 3.143228998352152), ('410', 3.1419405897065515), ('4817', 3.141394757440165), ('403', 3.1384719351856525), ('455', 3.138049142786703), ('1054', 3.137937299482689), ('1729', 3.1376209582970644), ('7', 3.1372070200871236), ('4884', 3.137078943945595), ('4732', 3.133253926848506), ('1538', 3.1326073387282736), ('2342', 3.131587571319656), ('444', 3.130402487794441), ('152', 3.130297207152718), ('620', 3.1294654623762272), ('484', 3.12930207875496), ('4916', 3.129086320381874), ('1758', 3.1276939226810905), ('3294', 3.1259658734227105), ('1563', 3.1257485112743044), ('412', 3.124333839276828), ('1171', 3.123506773837882), ('472', 3.123163990616711)]","[('410', 36.27777777777778), ('1821', 34.833333333333336), ('1217', 34.388888888888886), ('884', 33.94444444444444), ('385', 33.5), ('317', 33.05555555555556), ('2173', 32.611111111111114), ('4623', 32.166666666666664), ('1366', 31.72222222222222), ('966', 31.27777777777778)]",0.9794599345067879,0.1,0.2,0.1
249,0.65,0.99,0.94,0.0,0.2043246709802796,0.0,0.0,1.0,0.0,0,"[('348', 3.3086163301392495), ('154', 3.236941328401519), ('2856', 3.233360897311971), ('1707', 3.232863059901493), ('1055', 3.2261276597075343), ('127', 3.2177906582098488), ('678', 3.2091003313543345), ('639', 3.208377114500183), ('228', 3.200602897167917), ('1924', 3.1999749265919912), ('277', 3.1998990449009788), ('1804', 3.1984383454029817), ('478', 3.192615004485592), ('1894', 3.1911467671073726), ('139', 3.1900712505995523), ('670', 3.1775196911340267), ('406', 3.1752215184177617), ('2297', 3.1750583638732706), ('1582', 3.169266259667053), ('712', 3.1631038939985374), ('2179', 3.1626900131719657), ('699', 3.1619730387155296), ('623', 3.16162945494288), ('1187', 3.156359174203192), ('2068', 3.154996735537596), ('1160', 3.1534758515731975), ('3051', 3.149575605956484), ('265', 3.1415914583890854), ('2661', 3.1411177047972645), ('2231', 3.1400519819380035), ('4909', 3.139735373894763), ('2017', 3.1387655137752577), ('1633', 3.138439153869355), ('1242', 3.137597075773598), ('454', 3.136018739986738), ('764', 3.13498836374363), ('2763', 3.1335821698710573), ('2048', 3.132746764936954), ('742', 3.1322671413978314), ('3680', 3.131168198314053), ('2388', 3.1294677035754908), ('809', 3.12851645578139), ('1347', 3.1243118046644986), ('2980', 3.1234096785394114), ('152', 3.121697497612704), ('2889', 3.1209735656898774), ('186', 3.12014359153302), ('2029', 3.1200533192163222), ('4835', 3.1198187784945084), ('166', 3.1184469596747313)]","[('1804', 43.0), ('2179', 39.0), ('699', 38.55555555555556), ('1160', 36.77777777777778), ('2661', 35.44444444444444), ('348', 34.0), ('154', 33.55555555555556), ('2856', 33.111111111111114), ('1707', 32.666666666666664), ('1055', 32.22222222222222)]",0.96771684752227,0.2,0.5,0.0
250,0.65,1.0,0.94,0.0,0.19823496409776625,0.0,0.0,0.0,0.0,0,"[('147', 3.618139407358893), ('2385', 3.3012314045985955), ('1069', 3.2831475725825223), ('3027', 3.2620902231436806), ('285', 3.2607087313413663), ('605', 3.2552445145548665), ('1656', 3.254128556135591), ('156', 3.2461764353578118), ('4911', 3.2456978901553946), ('3141', 3.243062839098046), ('720', 3.2358824964228914), ('997', 3.2301093555866354), ('3992', 3.2300743956537668), ('344', 3.2295855130355164), ('4629', 3.2257276093418006), ('2396', 3.204556007027356), ('2330', 3.1989363121519854), ('519', 3.1983075802585823), ('2608', 3.198305158612522), ('2673', 3.198184432046381), ('320', 3.19210554373555), ('121', 3.191295396943585), ('671', 3.1902965376311454), ('4619', 3.189502898745753), ('53', 3.186511809554276), ('2830', 3.1827726942597074), ('4945', 3.1827685176479577), ('4648', 3.182371766988362), ('2891', 3.181672859816891), ('582', 3.180365680986775), ('1545', 3.1802669657873115), ('2494', 3.174706508687197), ('2928', 3.173761659836781), ('4970', 3.1712739963186793), ('2693', 3.1712623026273152), ('960', 3.170821283661253), ('4122', 3.1706120384693737), ('986', 3.170442125823627), ('1796', 3.1690287224732225), ('3327', 3.1680411962598805), ('1744', 3.161853342937532), ('2340', 3.1613985931878226), ('941', 3.1586644613390815), ('2964', 3.157731881896365), ('1111', 3.155581817456138), ('408', 3.1553778634473053), ('1924', 3.155048537847046), ('263', 3.1550209300559815), ('887', 3.1544125535900744), ('3333', 3.1542398503764577)]","[('147', 49.0), ('2385', 48.0), ('1069', 47.0), ('3027', 46.0), ('285', 45.0), ('605', 44.0), ('1656', 43.0), ('156', 42.0), ('4911', 41.0), ('3141', 40.0)]",1.0,0.0,0.1,0.0
251,0.65,1.0,0.94,0.0,0.3130269921111459,0.08248822045351054,0.0,0.0,1.0,0,"[('147', 3.5344110349221287), ('319', 3.374875366327138), ('100', 3.3413814788626546), ('1440', 3.3284424731790416), ('150', 3.312527260112425), ('1637', 3.2637492026144685), ('4833', 3.24367381508074), ('982', 3.228915916207525), ('1070', 3.2251667535075605), ('2007', 3.220612525734383), ('2384', 3.214506912168188), ('2489', 3.205802989891927), ('605', 3.205477940809063), ('899', 3.2053013061838933), ('2268', 3.198911049624038), ('616', 3.1980838008478054), ('1755', 3.1953940486843946), ('1665', 3.1898940674221192), ('391', 3.1872425459345246), ('1171', 3.1855795715609476), ('2365', 3.1823600202673425), ('2766', 3.1804483919175), ('162', 3.175201661324042), ('1207', 3.172440987539808), ('1937', 3.171778053579015), ('516', 3.171582614714908), ('4779', 3.169117220164684), ('4702', 3.1631730715669075), ('493', 3.160054311582299), ('1590', 3.1585321714876815), ('2445', 3.1576660852691805), ('3487', 3.156690728461461), ('3487', 3.156690728461461), ('2049', 3.154710251495311), ('3569', 3.1546098585908795), ('1306', 3.149860295036573), ('890', 3.149442497402825), ('2346', 3.1477527328593715), ('1357', 3.145818261021786), ('1820', 3.1446020648955733), ('1922', 3.142372833698207), ('3190', 3.1406472778824135), ('2281', 3.139904006320072), ('677', 3.1388927748697517), ('4945', 3.1386279609431593), ('4589', 3.13677442949424), ('4718', 3.1359202452976453), ('2497', 3.1358908918413486), ('4783', 3.1357324294513877), ('1540', 3.1353776415310124)]","[('493', 35.0), ('147', 33.833333333333336), ('3487', 33.666666666666664), ('319', 33.388888888888886), ('100', 32.94444444444444), ('1440', 32.5), ('150', 32.05555555555556), ('1637', 31.61111111111111), ('4833', 31.166666666666668), ('982', 30.72222222222222)]",0.9561219361627238,0.1,0.3,0.2
252,0.6533333333333334,1.0,0.98,0.0,0.1222915970693747,0.0,0.0,0.0,0.0,0,"[('2171', 3.559861888156255), ('2413', 3.303974226993884), ('2464', 3.2749250997017563), ('4667', 3.269030756036808), ('2851', 3.2606433769400014), ('1937', 3.24502344454052), ('2356', 3.2328575791250347), ('1073', 3.232574250842105), ('358', 3.2297533194623664), ('203', 3.2236793838029922), ('3534', 3.2114253586242385), ('3233', 3.2107177484002563), ('4676', 3.2088336654878074), ('3796', 3.2084660815766006), ('634', 3.2070177836247575), ('941', 3.2046344788037415), ('2298', 3.2036349314104973), ('3589', 3.203325185973679), ('4920', 3.202938248594395), ('4033', 3.2010241103579777), ('1436', 3.2009416921534415), ('2908', 3.2000836369681482), ('3746', 3.1999150251250015), ('3622', 3.1989571691029597), ('1868', 3.1934906310651896), ('2098', 3.1922951310667993), ('1798', 3.1917002924738105), ('1411', 3.191215661530269), ('864', 3.189015149549995), ('574', 3.1888218763260197), ('1036', 3.1877807389967376), ('562', 3.187313947835839), ('1716', 3.1859717667317056), ('2403', 3.1858972945914705), ('1998', 3.1824044803388776), ('1611', 3.1819946413303573), ('2372', 3.180522139970882), ('3670', 3.1779207873959443), ('2257', 3.176885916000839), ('1596', 3.176624109926296), ('286', 3.1749091030029706), ('1153', 3.1725114760604054), ('1382', 3.1723096115660967), ('4700', 3.1716034287845805), ('1323', 3.1675273320200117), ('4801', 3.165605557923424), ('462', 3.165365178572063), ('2560', 3.164176429738763), ('1807', 3.1641454869131955), ('1686', 3.163917840112452)]","[('2171', 49.0), ('2413', 48.0), ('2464', 47.0), ('4667', 46.0), ('2851', 45.0), ('1937', 44.0), ('2356', 43.0), ('1073', 42.0), ('358', 41.0), ('203', 40.0)]",1.0,0.3,0.0,0.2
253,0.66,1.0,1.0,0.0,0.3159971329784247,0.10802319526362833,0.0,0.0,0.0,0,"[('1637', 3.2177490591315436), ('3359', 3.21362175218164), ('1419', 3.2132649321028564), ('124', 3.2073471792526114), ('4808', 3.2070122809729056), ('2086', 3.203254679039264), ('839', 3.1973478271206766), ('2348', 3.196268808887043), ('2949', 3.1922050183631097), ('1332', 3.189091317317878), ('3534', 3.188881780482521), ('1434', 3.1846839940740397), ('1155', 3.18083798022977), ('905', 3.175508803122394), ('2173', 3.173504308633559), ('2314', 3.1726218528069245), ('2847', 3.172048771424099), ('2392', 3.1706006436844487), ('1553', 3.170590202753688), ('4894', 3.1702523589275318), ('451', 3.1699574960189207), ('1364', 3.168099802161868), ('467', 3.1659155469636326), ('1623', 3.1652505468180734), ('1120', 3.1644816595904683), ('981', 3.1620861321663276), ('2486', 3.160151453006704), ('1639', 3.1584625639733175), ('1771', 3.1581606887778233), ('4732', 3.154636183909906), ('119', 3.15448594801943), ('3276', 3.1525460632811764), ('2520', 3.152272750513676), ('1074', 3.1507280718858186), ('2421', 3.1500288396690563), ('2600', 3.148977661536104), ('996', 3.148634992468188), ('3274', 3.1480089776437254), ('3045', 3.146021127729522), ('1065', 3.1436433139129885), ('1076', 3.143373053861418), ('94', 3.141299094670362), ('532', 3.1409016960569676), ('66', 3.1382567178131113), ('2293', 3.137896182256443), ('2014', 3.1372151487004447), ('421', 3.1366362392194085), ('1474', 3.136124416846709), ('1318', 3.1302678438316027), ('1226', 3.1288391639557775)]","[('1637', 49.0), ('3359', 48.0), ('1419', 47.0), ('124', 46.0), ('4808', 45.0), ('2086', 44.0), ('839', 43.0), ('2348', 42.0), ('2949', 41.0), ('1332', 40.0)]",1.0,0.3,0.2,0.1
254,0.66,1.0,1.0,0.0,0.14144054254182067,0.14144054254182067,0.0,0.0,0.0,0,"[('319', 3.3848467229065125), ('1509', 3.366417536318784), ('1728', 3.296600546324017), ('1670', 3.2852580306422237), ('2671', 3.239890865316149), ('1998', 3.2183644697199916), ('2439', 3.2104584310760855), ('1666', 3.200841081890581), ('4038', 3.1977309985278564), ('578', 3.1878755888002197), ('1955', 3.183898577525401), ('333', 3.174521503772479), ('2083', 3.1739616073667345), ('2305', 3.172315041109445), ('703', 3.1685608937595346), ('897', 3.1633324127948628), ('1668', 3.1616480859530647), ('405', 3.160595586813491), ('2680', 3.158446786364048), ('2145', 3.157813452399626), ('2317', 3.1577325075803593), ('1098', 3.157089027759083), ('4690', 3.154835905219729), ('986', 3.1528406350080287), ('3633', 3.1505934359757286), ('4680', 3.1465195367668315), ('1581', 3.145989821909455), ('619', 3.144149659091346), ('2355', 3.1439305577665904), ('2674', 3.143274518230253), ('1228', 3.141848508737714), ('2721', 3.141655634936884), ('1543', 3.1405189122491954), ('2406', 3.138805746701395), ('229', 3.138185877292082), ('2347', 3.135506228903938), ('3190', 3.1324468449270175), ('2961', 3.131726602021748), ('378', 3.1303400608737437), ('2760', 3.1297118947115434), ('35', 3.129629067639527), ('35', 3.129629067639527), ('18', 3.129471302575325), ('2257', 3.1285864398888794), ('507', 3.1278410711833207), ('435', 3.1272611131747685), ('488', 3.126854607073207), ('2107', 3.1266837987795566), ('4920', 3.125690225059981), ('1417', 3.125449014246653)]","[('319', 48.0), ('1509', 47.0), ('1728', 46.0), ('1670', 45.0), ('2671', 44.0), ('1998', 43.0), ('2439', 42.0), ('1666', 41.0), ('4038', 40.0), ('578', 39.0)]",1.0,0.0,0.1,0.0
